humanID,time,event,location
688,54.3621154513412,takeTrip,3
688,54.5687314572014,returnHome,2
319,54.7452048085277,returnHome,1
51,54.4774410925889,returnHome,1
588,55.7331618285767,takeTrip,6
326,55.1832067102094,takeTrip,6
502,56.9408832566014,takeTrip,3
680,56.4357274102751,takeTrip,3
680,56.8534614497224,returnHome,2
392,56.1862666666448,returnHome,1
81,56.0671459659405,takeTrip,6
881,56.8338953165736,takeTrip,4
485,56.7462825518844,returnHome,1
588,57.2240842972912,returnHome,2
626,57.9898153168083,returnHome,2
211,57.4969119018545,returnHome,1
502,58.4232380898592,returnHome,2
13,58.0277625704369,takeTrip,6
623,59.6724631615757,takeTrip,5
630,60.0582298617028,takeTrip,6
644,60.4424524541782,returnHome,2
210,60.474553405119,takeTrip,6
814,60.8683216943903,takeTrip,6
818,60.0958057776148,takeTrip,6
81,60.7005408141902,returnHome,1
593,61.3563632969757,takeTrip,3
150,61.1003570497897,takeTrip,4
210,61.3331786471399,returnHome,1
392,61.4657870017093,takeTrip,6
881,61.3570685764993,returnHome,2
443,61.611132643595,takeTrip,6
150,62.9570050306548,returnHome,1
814,62.4820553250177,returnHome,2
44,62.8496257148761,takeTrip,3
392,62.6209980908883,returnHome,1
59,62.255571921553,takeTrip,4
623,63.6646599998212,returnHome,2
818,63.53478321272,returnHome,2
44,63.119540539099,returnHome,1
59,63.1312015109802,returnHome,1
561,64.3120184114399,takeTrip,6
249,64.1505814519849,takeTrip,6
769,64.4176205709188,takeTrip,6
769,64.9905800154044,returnHome,2
799,64.9550756255926,takeTrip,6
835,64.8078723398284,takeTrip,3
561,65.1384899813878,returnHome,2
630,65.9629680119878,returnHome,2
647,65.5337326873481,takeTrip,6
326,65.3372167448029,returnHome,1
139,66.0238892082203,takeTrip,6
635,66.8956631025586,takeTrip,3
315,66.809442445692,takeTrip,6
24,66.6903555807892,takeTrip,3
372,66.3583338187554,takeTrip,6
835,66.0462033499279,returnHome,2
460,66.3913238829095,takeTrip,6
560,67.7787450309503,takeTrip,3
139,67.4237864199172,returnHome,1
696,67.3246672130539,takeTrip,3
24,67.9028955307092,returnHome,1
460,67.4843890866138,returnHome,1
647,68.1998358220852,returnHome,2
443,68.1798837340855,returnHome,1
560,69.2933436659756,returnHome,2
618,69.41797618458,takeTrip,6
689,69.4095397446407,takeTrip,8
689,69.9046397352694,returnHome,2
10,69.7174405277756,takeTrip,6
13,69.0273129291304,returnHome,1
372,69.6890057185813,returnHome,1
841,69.3780038174079,takeTrip,4
850,69.3517859084427,takeTrip,6
850,69.7269101799361,returnHome,2
454,69.630788752191,takeTrip,3
618,70.9764608105826,returnHome,2
315,70.1063325266051,returnHome,1
919,70.4813548818432,takeTrip,3
992,71.2028917057091,takeTrip,3
593,71.6201488822327,returnHome,2
249,71.4145317417652,returnHome,1
715,71.3213465402213,takeTrip,3
799,71.0077631864668,returnHome,2
10,71.1451983697762,returnHome,1
835,71.0914190955994,takeTrip,3
454,71.882663797677,returnHome,1
919,71.4934056114132,returnHome,2
965,71.5106594041029,takeTrip,6
635,72.9199398822711,returnHome,2
285,72.9732018021028,takeTrip,6
319,72.469235373264,takeTrip,6
319,72.5964584127756,returnHome,1
841,72.7948635858124,returnHome,2
992,73.4844909468919,returnHome,2
234,73.824795102695,takeTrip,3
288,73.2539597882605,takeTrip,3
835,73.1424239230876,returnHome,2
72,73.1851503785681,takeTrip,6
285,74.2081145617273,returnHome,1
72,74.7649481670912,returnHome,1
561,75.2693804598264,takeTrip,6
696,75.2544832221526,returnHome,2
431,75.5638972418557,takeTrip,6
151,76.6518517626935,takeTrip,3
229,76.6370086769882,takeTrip,6
731,76.2071683514935,takeTrip,3
731,76.7982906048258,returnHome,2
396,76.1906194208279,takeTrip,3
396,76.8225549893542,returnHome,1
487,76.5847081157299,takeTrip,6
561,77.8617533539874,returnHome,2
115,77.9737509445798,takeTrip,3
151,77.2327727893282,returnHome,1
234,77.7012578685383,returnHome,1
723,77.5383222900222,takeTrip,3
288,77.6500870585431,returnHome,1
376,77.5449463216305,takeTrip,6
431,77.5682397894735,returnHome,1
909,77.1373333062891,takeTrip,3
487,77.2203581849485,returnHome,1
151,78.1989888236067,takeTrip,6
650,78.5946977957362,takeTrip,8
350,78.2233559205243,takeTrip,6
921,78.8028571647286,takeTrip,3
115,79.2567195380731,returnHome,1
229,79.7480965737234,returnHome,1
723,79.5067105717848,returnHome,2
350,79.7357833604374,returnHome,1
921,79.2325622494957,returnHome,2
572,80.817904364024,takeTrip,3
572,80.8185642083965,returnHome,2
650,80.3051482610614,returnHome,2
965,80.3860734547143,returnHome,2
181,81.4784302999029,takeTrip,6
668,81.7892256653661,takeTrip,6
711,81.8597457347555,takeTrip,3
735,81.5031826103899,takeTrip,6
909,81.9650134262938,returnHome,2
589,82.2796830074705,takeTrip,3
715,82.4911800687089,returnHome,2
735,82.7538034309494,returnHome,2
376,82.6644880148987,returnHome,1
821,82.5828789498268,takeTrip,4
399,82.610388299594,takeTrip,6
399,82.9204657684587,returnHome,1
589,83.375519923012,returnHome,2
151,83.1537344852711,returnHome,1
181,83.2761034307765,returnHome,1
554,84.203988958469,takeTrip,6
173,84.4365586040436,takeTrip,3
732,84.6775652274784,takeTrip,6
821,84.2990925603157,returnHome,2
483,84.6613155027475,takeTrip,6
554,85.4122427146345,returnHome,2
668,85.9614895655175,returnHome,2
407,85.0112451847148,takeTrip,3
483,85.9573527436327,returnHome,1
582,86.3345581897359,takeTrip,3
582,86.9109220804484,returnHome,2
173,86.1738024123839,returnHome,1
711,86.476195995828,returnHome,2
407,86.6874316983361,returnHome,1
921,86.545867484901,takeTrip,5
633,87.7824073917771,takeTrip,3
633,87.8115006524075,returnHome,2
251,87.4021827243007,takeTrip,3
251,87.9992546089663,returnHome,1
732,87.8945228029939,returnHome,2
886,87.9539139190979,takeTrip,3
943,87.6489207597485,takeTrip,3
767,88.9899626989008,takeTrip,3
943,88.7946258585005,returnHome,2
969,88.7956480319495,takeTrip,6
969,89.9383778854383,returnHome,2
886,90.9076627393215,returnHome,2
947,90.3496734626251,takeTrip,6
527,91.1943106934798,takeTrip,4
739,91.3983104231213,takeTrip,3
739,91.5113769255024,returnHome,2
767,91.8298739668063,returnHome,2
80,91.7325111804092,takeTrip,4
412,91.7602669756111,takeTrip,4
985,92.2266099663884,takeTrip,6
985,92.5333510724528,returnHome,2
921,92.4402661329408,returnHome,2
171,93.8309662259937,takeTrip,3
190,93.0567767653862,takeTrip,9
310,93.1884055514886,takeTrip,3
35,93.6299809470148,takeTrip,3
947,94.2647900846118,returnHome,2
527,95.8410100361044,returnHome,2
390,95.0901510931948,takeTrip,4
390,95.1148103086675,returnHome,1
434,95.7160903487577,takeTrip,6
571,96.4591195262718,takeTrip,3
190,96.9391773049638,returnHome,1
216,96.2987706203843,takeTrip,6
216,96.7699838095794,returnHome,1
310,96.9858000896608,returnHome,1
89,96.9017229508047,takeTrip,6
571,97.7472202908928,returnHome,2
594,97.2497843398269,takeTrip,3
395,97.5062746724434,takeTrip,3
89,97.7378963711109,returnHome,1
171,98.3383275539709,returnHome,1
434,98.6210862426912,returnHome,1
724,99.6958382296366,takeTrip,3
730,99.2254014038774,takeTrip,6
730,99.6330279521937,returnHome,2
786,99.7330818083603,takeTrip,3
412,99.2744359958113,returnHome,1
934,99.739333069809,takeTrip,3
594,100.853590879529,returnHome,2
613,100.649153869956,takeTrip,6
782,100.263381181772,takeTrip,6
395,100.221639995611,returnHome,1
689,101.801707489189,takeTrip,6
207,101.162431976217,takeTrip,4
724,101.91946093253,returnHome,2
782,101.078767919487,returnHome,2
347,101.536405197204,takeTrip,4
347,101.721914648869,returnHome,1
80,101.492884131532,returnHome,1
973,102.443987262637,takeTrip,3
507,102.512396387166,takeTrip,4
613,102.609629748281,returnHome,2
786,102.558911439883,returnHome,2
441,103.197864447793,takeTrip,6
934,103.082031978094,returnHome,2
973,104.053404369593,returnHome,2
507,104.580249991143,returnHome,2
524,104.909892843515,takeTrip,3
689,104.825052181838,returnHome,2
221,104.968022387262,takeTrip,3
35,104.2192404936,returnHome,1
524,105.497418754678,returnHome,2
694,105.424491530302,takeTrip,3
207,105.469978684585,returnHome,1
836,105.586060868598,takeTrip,6
694,106.475256143156,returnHome,2
245,106.597664698201,takeTrip,3
862,106.018842374046,takeTrip,3
148,107.438810844391,takeTrip,3
248,107.962271081721,takeTrip,3
950,107.796127991095,takeTrip,6
221,108.200894937824,returnHome,1
245,108.87885415652,returnHome,1
804,108.796690674966,takeTrip,3
804,108.852195391899,returnHome,2
536,109.294150899764,takeTrip,3
148,109.045678993638,returnHome,1
184,109.014909830252,takeTrip,3
184,109.167780399908,returnHome,1
248,109.266675861549,returnHome,1
343,109.976111266464,takeTrip,3
536,110.448260884866,returnHome,2
613,110.576886460207,takeTrip,3
613,110.823701055277,returnHome,2
174,110.351376593309,takeTrip,3
791,110.429286419368,takeTrip,6
441,110.548852073654,returnHome,1
174,111.149594945563,returnHome,1
620,111.296162455086,takeTrip,3
862,111.418590473714,returnHome,2
438,111.42179225813,takeTrip,6
378,112.789686277508,takeTrip,3
836,112.842735297622,returnHome,2
950,112.896511466265,returnHome,2
620,113.513005355921,returnHome,2
438,113.05959881944,returnHome,1
182,114.627824105529,takeTrip,3
563,115.350106929399,takeTrip,3
718,115.527494494346,takeTrip,3
378,115.305129153823,returnHome,1
532,116.753098096096,takeTrip,8
563,116.747785610582,returnHome,2
182,116.038220394144,returnHome,1
343,116.858245582575,returnHome,1
718,117.604158934214,returnHome,2
780,117.89694709472,takeTrip,3
27,117.351024615942,takeTrip,3
499,117.462240895856,takeTrip,3
532,118.985970920154,returnHome,2
722,118.067190775805,takeTrip,5
722,118.133657752497,returnHome,2
766,118.580416272704,takeTrip,3
27,118.556709549288,returnHome,1
886,118.074499256276,takeTrip,3
886,118.195464231134,returnHome,2
181,119.813014077401,takeTrip,3
257,119.362937330654,takeTrip,6
780,119.051486628611,returnHome,2
791,119.536137710249,returnHome,2
14,119.211309237014,takeTrip,6
192,120.4911797407,takeTrip,3
648,120.778526835978,takeTrip,6
381,120.076472758935,takeTrip,6
859,120.030869492552,takeTrip,3
14,121.149379146825,returnHome,1
648,122.280467714551,returnHome,2
265,122.660493842236,takeTrip,6
759,122.154540005721,takeTrip,3
766,122.208795868975,returnHome,2
343,122.931752849405,takeTrip,3
556,123.41170570025,takeTrip,8
598,123.580214983268,takeTrip,8
192,123.932771329354,returnHome,1
556,124.045588335989,returnHome,2
271,124.614231459931,takeTrip,3
343,124.360578769387,returnHome,1
158,125.994954751859,takeTrip,3
265,125.935437627852,returnHome,1
787,125.408066868823,takeTrip,6
534,126.350356146852,takeTrip,9
538,126.899674525833,takeTrip,6
568,126.329760251224,takeTrip,6
181,126.153854317964,returnHome,1
257,126.961085797256,returnHome,1
271,126.167271655653,returnHome,1
776,126.302983511605,takeTrip,6
357,126.871117411479,takeTrip,3
492,126.321520040024,takeTrip,5
534,127.089480820271,returnHome,2
568,127.487663128594,returnHome,2
634,127.961298425177,takeTrip,6
357,127.20904855145,returnHome,1
373,127.506715774179,takeTrip,6
859,127.88132581006,returnHome,2
492,127.432526810307,returnHome,1
158,128.277259643118,returnHome,1
759,128.100164029145,returnHome,2
787,128.358868000013,returnHome,2
373,128.971582174876,returnHome,1
499,128.152199827104,returnHome,1
538,129.575086359157,returnHome,2
551,129.618082160653,takeTrip,5
598,129.800294976845,returnHome,2
662,129.235172654544,takeTrip,3
670,129.180242029818,takeTrip,3
670,129.984689808319,returnHome,2
64,129.69887344266,takeTrip,6
868,129.355064863976,takeTrip,3
551,130.501025170145,returnHome,2
662,130.329727760166,returnHome,2
988,131.481847556766,takeTrip,3
305,131.258740182828,takeTrip,3
84,131.227387148879,takeTrip,4
988,132.279384491878,returnHome,2
634,132.458110502237,returnHome,2
755,132.519749160995,takeTrip,3
90,132.587369513566,takeTrip,4
90,132.816394607898,returnHome,1
469,132.516733648305,takeTrip,6
956,132.813368058506,takeTrip,6
211,133.73781183638,takeTrip,6
776,133.762346568785,returnHome,2
400,133.207890043761,takeTrip,6
956,133.183942033652,returnHome,2
204,134.435605541647,takeTrip,6
240,134.673818628083,takeTrip,3
755,134.427728605595,returnHome,2
305,134.244215294455,returnHome,1
204,135.523314771552,returnHome,1
211,135.483530027108,returnHome,1
240,135.29405711383,returnHome,1
273,135.719188262903,takeTrip,3
400,135.31286440932,returnHome,1
469,135.769122513471,returnHome,1
955,135.411777099722,takeTrip,4
132,136.029944800381,takeTrip,3
273,136.326231097531,returnHome,1
84,136.184603532516,returnHome,1
974,137.513432567891,takeTrip,3
381,137.18654173135,returnHome,1
80,137.643903279547,takeTrip,3
400,137.999294534222,takeTrip,3
974,138.543154753697,returnHome,2
132,138.418140160971,returnHome,1
80,138.693296177183,returnHome,1
994,139.848194985794,takeTrip,4
618,139.411462292452,takeTrip,3
652,139.199746534066,takeTrip,4
363,139.651745854451,takeTrip,4
814,139.309411704981,takeTrip,6
247,140.575339771636,takeTrip,3
247,140.672917592633,returnHome,1
363,140.920433389528,returnHome,1
64,140.840502201012,returnHome,1
652,141.288955038125,returnHome,2
814,141.556680528762,returnHome,2
868,141.562791918205,returnHome,2
85,141.58201807247,takeTrip,6
2,142.122708135982,takeTrip,6
150,142.911212305255,takeTrip,3
994,143.003409646469,returnHome,2
150,143.785206625886,returnHome,1
618,143.787927400446,returnHome,2
684,143.549588016284,takeTrip,3
684,143.953536475127,returnHome,2
235,143.379927743081,takeTrip,3
400,143.535834606722,returnHome,1
955,143.52684995507,returnHome,2
636,144.403773290313,takeTrip,3
934,144.867556551998,takeTrip,5
2,145.838368453657,returnHome,1
118,145.722040929218,takeTrip,3
619,145.170506620947,takeTrip,6
654,145.234867298058,takeTrip,5
240,145.379258948771,takeTrip,6
619,146.819326129909,returnHome,2
235,146.76206233791,returnHome,1
240,147.925281284797,returnHome,1
85,147.308884593706,returnHome,1
72,148.699872160732,takeTrip,6
480,148.563493307035,takeTrip,6
118,149.098559234703,returnHome,1
654,149.426612644218,returnHome,2
23,149.44311755997,takeTrip,3
23,150.619612808604,returnHome,1
934,150.230446202955,returnHome,2
953,151.086387379814,takeTrip,3
514,152.048719357495,takeTrip,3
216,153.105886720444,takeTrip,3
441,154.611163334844,takeTrip,6
480,154.40237996265,returnHome,1
953,154.291062580838,returnHome,2
636,155.529179288584,returnHome,2
708,155.728953514196,takeTrip,3
41,155.566391552776,takeTrip,5
46,155.932366860105,takeTrip,3
441,155.764670190905,returnHome,1
708,156.430166444478,returnHome,2
768,156.128707992555,takeTrip,4
768,156.56834612851,returnHome,2
794,156.791867604566,takeTrip,4
816,156.780459285683,takeTrip,3
464,156.064219459345,takeTrip,3
464,156.59029050955,returnHome,1
216,157.758847563688,returnHome,1
46,157.475408948498,returnHome,1
922,157.621140848594,takeTrip,3
514,158.282712975061,returnHome,2
612,158.358254544998,takeTrip,3
612,158.49972808976,returnHome,2
182,158.195735500442,takeTrip,3
262,158.10639399057,takeTrip,3
262,158.947671802727,returnHome,1
794,158.021636715711,returnHome,2
816,158.196985930639,returnHome,2
922,158.159173920965,returnHome,2
539,159.636462643095,takeTrip,3
41,159.924728085012,returnHome,1
166,160.731100288612,takeTrip,3
72,160.482473190645,returnHome,1
97,160.169679697497,takeTrip,3
539,161.123524801158,returnHome,2
127,161.439402582403,takeTrip,6
213,161.655227356769,takeTrip,6
233,161.996519257228,takeTrip,3
715,161.852913969433,takeTrip,6
98,161.246957872046,takeTrip,3
211,162.889695299341,takeTrip,3
211,162.908601622115,returnHome,1
301,162.7471265353,takeTrip,3
75,162.051730857756,takeTrip,3
75,162.249890853245,returnHome,1
166,163.157209988949,returnHome,1
182,163.560710557732,returnHome,1
233,163.077841275649,returnHome,1
301,163.419347916517,returnHome,1
396,163.002505171434,takeTrip,6
213,164.894540535338,returnHome,1
755,164.902709161274,takeTrip,6
351,164.400229219902,takeTrip,6
803,164.071920447478,takeTrip,3
396,164.040606865981,returnHome,1
460,164.319432714146,takeTrip,6
460,164.526394485396,returnHome,1
127,165.52152105343,returnHome,1
97,165.586385993323,returnHome,1
168,166.249340307969,takeTrip,3
168,166.779236893508,returnHome,1
80,166.286151717974,takeTrip,6
80,166.790249495007,returnHome,1
112,167.430317829071,takeTrip,3
98,167.389178992912,returnHome,1
112,168.052034067359,returnHome,1
790,168.562465735727,takeTrip,6
331,168.80111886338,takeTrip,7
819,168.186429201231,takeTrip,6
819,169.402252362181,returnHome,2
615,170.022059853458,takeTrip,6
293,170.871818950013,takeTrip,3
714,171.233822501174,takeTrip,6
714,171.257628021206,returnHome,2
12,171.038891331482,takeTrip,3
12,171.575161038622,returnHome,1
819,171.171771548559,takeTrip,3
389,171.577982602998,takeTrip,6
615,172.292184087591,returnHome,2
215,172.712494109657,takeTrip,3
389,172.378891329638,returnHome,1
790,173.327413039977,returnHome,2
691,174.960893099278,takeTrip,3
755,174.258590643133,returnHome,2
331,174.615299412362,returnHome,1
803,174.187004968447,returnHome,2
819,174.661339273421,returnHome,2
454,174.278143715836,takeTrip,6
137,175.688118723896,takeTrip,3
690,175.977866922872,takeTrip,6
709,175.124753938844,takeTrip,6
730,175.066722860357,takeTrip,6
959,175.017678275759,takeTrip,6
508,176.514103913915,takeTrip,3
690,176.984227930256,returnHome,2
709,176.049658086056,returnHome,2
715,176.728532029602,returnHome,2
797,176.946925380077,takeTrip,4
351,176.180559915191,returnHome,1
360,176.37270487816,takeTrip,3
24,176.488341867537,takeTrip,6
133,177.498433383667,takeTrip,6
215,177.422957724539,returnHome,1
293,177.947834688405,returnHome,1
751,177.817980496035,takeTrip,3
764,177.275735583393,takeTrip,3
454,177.325829133988,returnHome,1
730,178.808536050032,returnHome,2
965,178.652079050151,takeTrip,5
972,179.837604081146,takeTrip,6
505,179.979024461572,takeTrip,3
535,179.094309808339,takeTrip,3
535,179.503591675655,returnHome,2
751,179.968160356873,returnHome,2
381,179.315606935144,takeTrip,3
965,179.248717788745,returnHome,2
5,180.464007427884,takeTrip,4
133,180.104065386938,returnHome,1
137,180.671162015297,returnHome,1
150,180.987009453964,takeTrip,6
674,180.651109700774,takeTrip,3
691,180.006920144723,returnHome,2
797,180.553531914219,returnHome,2
360,180.020716883758,returnHome,1
824,180.632398304409,takeTrip,6
972,181.887361248377,returnHome,2
981,181.371382704925,takeTrip,3
674,181.120884505783,returnHome,2
813,181.995122351091,takeTrip,3
24,181.110222807262,returnHome,1
824,182.089384207382,returnHome,2
381,182.692817396552,returnHome,1
959,182.416356393744,returnHome,2
505,183.572481229877,returnHome,2
114,183.849915659995,takeTrip,4
150,183.774718154636,returnHome,1
813,183.026426770597,returnHome,2
981,184.460604596746,returnHome,2
506,184.848521117373,takeTrip,3
162,184.70549080493,takeTrip,3
209,185.370649572539,takeTrip,4
390,185.654221145675,takeTrip,3
506,186.734700565944,returnHome,2
615,186.718943766364,takeTrip,4
615,186.90662394096,returnHome,2
764,186.131695758875,returnHome,2
302,186.788953077829,takeTrip,3
75,186.01689253459,takeTrip,5
492,186.81602369755,takeTrip,3
206,187.979823063425,takeTrip,6
329,187.012048189105,takeTrip,4
14,187.579159403951,takeTrip,6
492,187.490886018003,returnHome,1
530,188.051703277291,takeTrip,6
390,188.220509230806,returnHome,1
75,188.25535571926,returnHome,1
530,189.854615622913,returnHome,2
206,189.549629026855,returnHome,1
329,189.178069655235,returnHome,1
193,190.368955759784,takeTrip,3
209,190.888745494012,returnHome,1
35,190.822845381513,takeTrip,6
5,191.222310654157,returnHome,1
114,191.437694173868,returnHome,1
284,192.572471988281,takeTrip,7
139,193.258610464281,takeTrip,6
162,193.58173051155,returnHome,1
628,193.62799238097,takeTrip,3
628,193.752934489493,returnHome,2
494,193.703750289751,takeTrip,6
142,194.756326322751,takeTrip,3
421,194.527190106228,takeTrip,6
421,194.988257830735,returnHome,1
142,195.362420858191,returnHome,1
193,195.012845784626,returnHome,1
494,195.568267160801,returnHome,1
508,196.298107279885,returnHome,2
523,196.898475601682,takeTrip,8
139,196.711269397743,returnHome,1
681,196.788516902396,takeTrip,6
284,196.398015710529,returnHome,1
302,196.243342373797,returnHome,1
35,196.329902124167,returnHome,1
438,196.928180167241,takeTrip,3
33,197.747731848996,takeTrip,6
681,198.116734008802,returnHome,2
744,198.035269993636,takeTrip,6
744,198.061307832411,returnHome,2
441,198.241302538429,takeTrip,3
