time,state,patch1,patch2,patch3,patch4,patch5,patch6,patch7,patch8,patch9
8,M,172.507910334969,197.558269622641,0,0,0,0,0,0,0
8,Y,10.5501151134378,14.3456624375349,0,0,0,0,0,0,0
8,Z,1.91296312118153,2.61082469587333,0.546153075885217,0.398145592320323,0.749181174053796,0.546153075885217,0.398145592320323,0.749181174053796,0.546153075885217
9,M,169.657119301472,195.802442660377,0,0,0,0,0,0,0
9,Y,10.5434368404365,14.5187289347146,0,0,0,0,0,0,0
9,Z,1.72166680906337,2.349742226286,0.491537768296695,0.358331033088291,0.674263056648416,0.491537768296695,0.358331033088291,0.674263056648416,0.491537768296695
10,M,173.391407371325,195.122198394339,0,0,0,0,0,0,0
10,Y,10.5528143497612,14.6703795914876,0,0,0,0,0,0,0
10,Z,1.9014009219158,2.1147680036574,0.442383991467026,0.674398723538225,0.606836750983574,0.442383991467026,0.674398723538225,0.606836750983574,0.442383991467026
11,M,174.952266634193,201.709978554905,0,0,0,0,0,0,0
11,Y,10.5691414337457,14.8549085124937,0,0,0,0,0,0,0
11,Z,2.14373128939513,1.90329120329166,0.398145592320323,1.03942931085531,0.546153075885217,0.398145592320323,1.03942931085531,0.546153075885217,0.398145592320323
12,M,169.157039970773,193.238980699415,0,0,0,0,0,0,0
12,Y,10.5331403052909,14.9452953167207,0,0,0,0,0,0,0
12,Z,1.92935816045562,1.71296208296249,0.358331033088291,0.93548637976978,0.491537768296695,0.358331033088291,0.93548637976978,0.491537768296695,0.358331033088291
13,M,166.641335973696,191.915082629473,0,0,0,0,0,0,0
13,Y,10.372712423622,14.9053626296035,0,0,0,0,0,0,0
13,Z,2.08530430378509,2.0604464762685,0.322497929779462,0.841937741792802,0.442383991467026,0.322497929779462,0.841937741792802,0.442383991467026,0.322497929779462
14,M,163.477202376326,185.323574366526,0,0,0,0,0,0,0
14,Y,10.2091757594492,14.7988486047637,0,0,0,0,0,0,0
14,Z,2.21880860584427,2.36888070998468,0.290248136801516,0.757743967613522,0.398145592320323,0.290248136801516,0.757743967613522,0.398145592320323,0.290248136801516
15,M,165.129482138694,188.391216929873,0,0,0,0,0,0,0
15,Y,10.0668531230727,14.7312786818822,0,0,0,0,0,0,0
15,Z,2.34602508411891,2.62799601569646,0.261223323121364,0.68196957085217,0.358331033088291,0.261223323121364,0.68196957085217,0.358331033088291,0.261223323121364
16,M,172.016533924824,192.052095236886,0,0,0,0,0,0,0
16,Y,9.97827582756564,14.7151825746187,0,0,0,0,0,0,0
16,Z,2.45930014912657,2.86107051184607,0.235100990809228,0.613772613766953,0.322497929779462,0.235100990809228,0.613772613766953,0.322497929779462,0.235100990809228
17,M,171.914880532342,202.546885713197,0,0,0,0,0,0,0
17,Y,9.8851553091147,14.7832471924446,0,0,0,0,0,0,0
17,Z,2.55966175118338,3.08230852469129,0.211590891728305,0.552395352390257,0.290248136801516,0.211590891728305,0.552395352390257,0.290248136801516,0.211590891728305
18,M,171.823392479108,200.292197141878,0,0,0,0,0,0,0
18,Y,9.80310135352793,14.8103338915968,0,0,0,0,0,0,0
18,Z,2.64873425649555,3.27618733218779,0.190431802555474,0.497155817151232,0.261223323121364,0.190431802555474,0.497155817151232,0.261223323121364,0.190431802555474
19,M,177.141053231197,190.16297742769,0,0,0,0,0,0,0
19,Y,9.7573685852502,14.7587243434438,0,0,0,0,0,0,0
19,Z,2.71872641084046,3.45948181310772,0.171388622299927,0.447440235436109,0.235100990809228,0.171388622299927,0.447440235436109,0.235100990809228,0.171388622299927
20,M,176.526947908077,185.546679684921,0,0,0,0,0,0,0
20,Y,9.71678727598193,14.6781831029828,0,0,0,0,0,0,0
20,Z,2.77583184818162,3.61802582052299,0.154249760069934,0.402696211892498,0.211590891728305,0.154249760069934,0.402696211892498,0.211590891728305,0.154249760069934
21,M,175.97425311727,186.792011716429,0,0,0,0,0,0,0
21,Y,9.66371170344606,14.62780710737,0,0,0,0,0,0,0
21,Z,2.83205564512796,3.75942591961726,0.138824784062941,0.362426590703248,0.190431802555474,0.138824784062941,0.362426590703248,0.190431802555474,0.138824784062941
22,M,182.676827805543,183.412810544786,0,0,0,0,0,0,0
22,Y,9.65106840012723,14.5524477131064,0,0,0,0,0,0,0
